Shape,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,CITY,STATE,ZIP,TELEPHONE,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
"(40.76250255000008, -73.99579454099995)",DVD Authoring & Production,Masterdisk Studios,http://www.masterdisk.com,545 West 45th Street,New York,NY,10036,(212) 541-5022, ,Manhattan,1,545,WEST 45 STREET
"(40.788949943000034, -73.97540513699994)",DVD Authoring & Production,"Paris Multimedia, LLC",http://www.parismultimedia.com,247 West 87th Street,New York,NY,10024,(212) 262-6272,yes,Manhattan,1,247,WEST 87 STREET
"(40.74121704000004, -73.99587888399992)",DVD Authoring & Production,"Tobin Productions, Inc.",http://www.tobinproductions.com,133 West 19th Street,New York,NY,10011,(212) 727-1500, ,Manhattan,1,133,WEST 19 STREET
"(40.75702026400006, -73.98665021999994)",DVD Authoring & Production,Voltage Video,http://www.voltagevideo.com,1501 Broadway,New York,NY,10036,(212) 764-1870,yes,Manhattan,1,1501,BROADWAY
"(40.59130176000008, -73.96101290399992)",Entertainment & Nightlife,Rasputin Restaurant and Cabaret,http://www.rasputinny.com,2670 Coney Island Avenue,Brooklyn,NY,11235,(718) 382-8111 / (941) 735-6555,yes,Brooklyn,3,2670,CONEY ISLAND AVENUE
"(40.616459328000076, -74.0342580379999)",Entertainment & Nightlife,Ray's Lounge & Comedy Club,http://www.rayslounge.com,9604 3rd Avenue,Brooklyn,NY,11209,(718) 748-6400,yes,Brooklyn,3,9604,3 AVENUE
"(40.71426093200006, -73.94988123299993)",Entertainment & Nightlife,"The Brick Theater, Inc.",http://www.bricktheater.com,575 Metropolitan Avenue,Brooklyn,NY,11211,(718) 907-6189,yes,Brooklyn,3,575,METROPOLITAN AVENUE
"(40.75350474800007, -73.98819381999994)",Entertainment & Nightlife,"""Murdered by the Mob"" Interactive Comedy Mystery Dinner",http://www.murdermysteryinc.com,141 West 38th Street,New York,NY,10018,(800) 687-3374, ,Manhattan,1,141,WEST 38 STREET
"(40.747328964000076, -73.98724213399993)",Entertainment & Nightlife,American Ballroom Dance Studio,http://www.pierredulaine.com,25 W 31st Street,New York,NY,10003,(212) 244-8400,yes,Manhattan,1,25,WEST 31 STREET
"(40.75699338700008, -73.99058884899995)",Entertainment & Nightlife,"Big Bowl, LLC dba Leisure Time Bowl",http://www.leisuretimebowl.com,625 8th Avenue,New York,NY,10018,(212) 268-6909,yes,Manhattan,1,625,8 AVENUE
"(40.80964284200007, -73.94839696199995)",Entertainment & Nightlife,Harlem Lanes Bowling Center,http://www.harlemlanes.com,2110-2116 Adam Clayton Powell Blvd,New York,NY,10026,(212) 678-2695, ,Manhattan,1,2110-16,ADAM CLAYTON POWELL BOULEVARD
"(40.75448783300004, -73.9943404579999)",Entertainment & Nightlife,National Comedy Theatre,http://www.manhattancomedy.com,347 West 36th Street,New York,NY,10018,(212) 629-5202,yes,Manhattan,1,347,WEST 36 STREET
"(40.76137404500008, -73.98436017199992)",Entertainment & Nightlife,The Fantasticks - The Snapple Theater Center,http://www.fantasticksonbroadway.com,1627 Broadway,New York,NY,10019,(212) 921-7928,yes,Manhattan,1,1627,BROADWAY
"(40.761067249000064, -73.96484094999994)",Entertainment & Nightlife,The ImaginAsian,http://www.theimaginasian.com,239 East 59th Street,New York,NY,10022,(212) 371-6682, ,Manhattan,1,239,EAST 59 STREET
"(40.761416318000045, -73.98447305299993)",Entertainment & Nightlife,The Perfect Crime - The Snapple Theater Center,http://www.perfect-crime.com,1627 Broadway,New York,NY,10019,(212) 921-7928,yes,Manhattan,1,1627,BROADWAY
"(40.75773456600007, -73.98993288699995)",Entertainment & Nightlife,World Famous Laugh Factory,http://www.laughfactory.com,303 West 42nd Street,New York,NY,10036,(212) 586-7829, ,Manhattan,1,303,WEST 42 STREET
"(40.743121501000076, -73.99079073599995)",Entertainment & Nightlife,Eugenes and Gypsy Tea Nightclubs,http://www.eugenenyc.com and www.gypsyteanyc.com,27 West 24th Street,New York,NY,10010,(212) 462-0999, ,Manhattan,1,27,WEST 24 STREET
"(41.09718214700007, -74.01868091999995)",Entertainment & Nightlife,Slot Zone Raceway,http://www.slotzoneusa.com,418A Nanuet Mall South,Nanuet,NY,10954,(845) 623-5333, ,New York State,6,418A,NANUET MALL SOUTH
"(40.64511897400007, -74.07696685899992)",Entertainment & Nightlife,Staten Island Yankees,http://www.siyanks.com,75 Richmond Terrace,Staten Island,NY,10314,(718) 720-9265,yes,Staten Island,5,75,RICHMOND TERRACE
"(40.67905441100004, -73.97820223899993)",Event Planning & Marketing,Imagelink Productions,http://www.imagelinkproductions.com,11 Sterling Place,Brooklyn,NY,11217,(718) 789-8408, ,Brooklyn,3,11,STERLING PLACE
"(40.67934191200004, -73.9978367999999)",Event Planning & Marketing,Mary Long Marketing,http://www.marylongmarketing.com,98 Second Place,Brooklyn,NY,11231,(646) 232-4793,yes,Brooklyn,3,98,SECOND PLACE
"(40.752803250000056, -73.97551380999994)",Event Planning & Marketing,"MOTIVE NYC, LLC",http://www.motivenyc.com,420 Lexington Avenue,New York,NY,10170,(212) 687-5090,yes,Manhattan,1,420,LEXINGTON AVENUE
"(40.78753924000006, -73.95416311399993)",Event Planning & Marketing,Nisa Amoils, ,21 East 96th Street,New York,NY,10128,(646) 528-5369, ,Manhattan,1,21,EAST 96 STREET
"(40.705273627000054, -74.01425021999995)",Event Planning & Marketing,eRSVP,http://www.ersvp.com,11 Broadway,New York,NY,10004,(212) 201-7787, ,Manhattan,1,11,BROADWAY
"(40.73235697000007, -73.99567015499991)",Event Planning & Marketing,Giordano Productions LLC,http://www.giordanoproductions.com,7 East 8th Street,New York,NY,10011,(212) 598-2181, ,Manhattan,1,7,EAST 8 STREET
"(40.73027352500009, -73.99229311899995)",Event Planning & Marketing,Ostrow Alliances, ,1 Astor Place,New York,NY,10003,(212) 529-0495, ,Manhattan,1,1,ASTOR PLACE
"(40.76102551300005, -73.97290877799992)",Event Planning & Marketing,Stratosphere Multimedia LLC,http://www.stratosphere-nyc.com,551 Madison Avenue,New York,NY,10022,(212) 702-0700, ,Manhattan,1,551,MADISON AVENUE
"(41.05568021000005, -73.82001895499991)",Event Planning & Marketing,Party Line Tent Rentals,http://www.nyproductionrentals.com,21 Vreeland Avenue,Elmsford,NY,10523,(914) 592-1200,yes,New York State,6,21,VREELAND AVENUE
"(40.94726588200007, -73.79597262499993)",Event Planning & Marketing,Razmataz! Events Unlimited,http://www.razevents.com,1333A North Avenue,New Rochelle,NY,10804,(914) 654-9200, ,New York State,6,1333A,NORTH AVENUE
"(40.597721242000034, -73.79497739599992)",Event Planning & Marketing,"Events That Party, Inc",http://www.eventsthatparty.com,621 Beach 65th Sreet,Arverne,NY,11692,(718) 474-0108,yes,Queens,4,621,BEACH 65 SREET
"(40.701430154000036, -73.75909168599992)",Event Planning & Marketing,The Gift Agency,http://www.thegiftagency.com,112-11 196th Street,St. Albans,NY,11412,(718) 464-3543, ,Queens,4,112-11,196 STREET
"(41.055770764000044, -73.82000783099994)",Event Planning & Marketing,Party Line Tent Rentals,http://www.partylinerentals.com,21 Vreeland Avenue,Elmsford,NY,10523,(914) 592-1200, ,New York State,6,21,VREELAND AVENUE
"(40.696371524000085, -73.9679836599999)",Exercise & Fitness,Body by Brooklyn Spa & Lounge,http://www.bodybybrooklyn.com,275 Park Avenue,Brooklyn,NY,11205,(718) 923-9400,yes,Brooklyn,3,275,PARK AVENUE
"(40.74136216200009, -73.99012301399995)",Exercise & Fitness,Bikram Yoga NYC,http://www.bikramyoganyc.com,182 Fifth Ave,New York,NY,10010,(212) 254-2525,yes,Manhattan,1,182,FIFTH AVENUE
"(40.76136832800006, -73.98713476299991)",Exercise & Fitness,Bikram Yoga NYC,http://www.bikramyoganyc.com,797 8th Avenue,New York,NY,10019,(212) 254-2525, ,Manhattan,1,797,8 AVENUE
"(40.77864310000007, -73.98244110999991)",Exercise & Fitness,Bikram Yoga NYC,http://www.bikramyoganyc.com,208 West 72nd Street,New York,NY,10023,(212) 254-2525, ,Manhattan,1,208,WEST 72 STREET
"(40.77713452800003, -73.95563980399993)",Exercise & Fitness,Bikram Yoga NYC,http://www.bikramyoganyc.com,173 East 83rd St.,New York,NY,10028,(212) 254-2525, ,Manhattan,1,173,EAST 83 STREET
"(40.74507050700004, -73.99263064299993)",Exercise & Fitness,Blade Dance Academy,http://www.bdanyc.com,122 West 26th Street,New York,NY,10001,(877) 462-6316, ,Manhattan,1,122,WEST 26 STREET
"(40.71340142100007, -74.00872936899992)",Exercise & Fitness,Church Street Boxing Gym,http://www.nyboxinggym.com,25 Park Place,New York,NY,10007,(212) 571-1333,yes,Manhattan,1,25,PARK PLACE
"(40.760514699000055, -73.98700136699995)",Exercise & Fitness,Levitate Yoga,http://www.levitateyoga.com,780 Eighth Avenue,New York,NY,10036,(212) 974-2288,yes,Manhattan,1,780,EIGHTH AVENUE
"(40.775931023000055, -73.98070875399992)",Exercise & Fitness,"Resilience + NMPST, LLC",http://www.sportstrengthtraining.com,115 West 69th Street,New York,NY,10023,(646) 251-4763,yes,Manhattan,1,115,WEST 69 STREET
"(40.59692981300009, -74.06256911299994)",Security,"Anchor Limousine Service, Inc",http://www.anchorlimousine.com,260 Lily Pond Avenue,Staten Island,NY,10305,(718) 876-8389,yes,Staten Island,5,260,LILY POND AVENUE
"(40.74376697300005, -73.9982605479999)",Exercise & Fitness,The New York Center for Flamenco Performing Arts,http://www.artsflamenco.org,243 West 21st Street,New York,NY,10011,(917) 667-2695,yes,Manhattan,1,243,WEST 21 STREET
"(40.71051674800009, -74.00771541799992)",Exercise & Fitness,The Pilatium,http://www.pilatium.com,139 Fulton Street,New York,NY,10038,(212) 334-3779,yes,Manhattan,1,139,FULTON STREET
"(40.74536956500009, -74.00905114099993)",Exercise & Fitness,The Sports Center at Chelsea Piers,http://www.chelseapiers.com/sc,Pier 60,New York,NY,10011,(212) 336-6000, ,Manhattan,1, ,PIER 60
"(40.80814137400006, -73.23148530399993)",Exercise & Fitness,"Titan Total Fitness, Inc.",http://www.Titantotalfitness.net,1745 Expressway Drive,Hauppauge,NY,11788,(631) 233-3757,yes,New York State,6,1745,EXPRESSWAY DRIVE
"(41.24776486300004, -74.17592580699994)",Exercise & Fitness,Jiva On-Site Fitness,http://www.jivawellness.com,701 Mountainside Drive,Southfields,NY,10975,(845) 661-9466, ,New York State,6,701,MOUNTAINSIDE DRIVE
"(40.58920957000004, -74.08932044199992)",Exercise & Fitness,Rab's Country Lanes,http://www.rabslanes.com,1600 Hylan Blvd,Staten Island,NY,10305,(718) 979-1600, ,Staten Island,5,1600,HYLAN BOULEVARD
"(40.75315515900007, -73.98073339799993)",Exercise & Fitness,Pilates on Fifth,http://www.pilatesonfifth.com,501 Fifth Avenue,New York,NY,10017,(212) 687-6735,yes,Manhattan,1,501,FIFTH AVENUE
"(40.673352453000064, -73.96324691099994)",Flowers & Gifts,Calabar Imports,http://www.calabar-imports.com,820 Washington Avenue,Brooklyn,NY,11238,(718) 638-4288, ,Brooklyn,3,820,WASHINGTON AVENUE
"(40.69294338700007, -73.96827018699992)",Flowers & Gifts,Green in BKLYN,http://www.greeninbklyn.com,432 Myrtle Avenue,Brooklyn,NY,11205,(718) 855-4383,yes,Brooklyn,3,432,MYRTLE AVENUE
"(40.69324867600005, -73.98474985799993)",Flowers & Gifts,Nature's Lane Florist & Gifts, ,3 Metrotech Commons,Brooklyn,NY,11201,(718) 855-4714, ,Brooklyn,3,3,METROTECH
"(40.71293233700004, -74.00375143899993)",Flowers & Gifts,"CityStore, the Official Store of the City of New York",http://www.nyc.gov/citystore,1 Centre Street,New York,NY,10007,(212) 669-2343, ,Manhattan,1,1,CENTRE STREET
"(40.77258500600004, -73.95902576199995)",Flowers & Gifts,Fill-R-Up,http://www.fill-r-up.com,197 East 76th Street,New York,NY,10021,(212) 452-3026,yes,Manhattan,1,197,EAST 76 STREET
"(40.74714004300006, -73.9925546259999)",Flowers & Gifts,Jamali Garden Supplies,http://www.jamaligarden.com,149 West 28th Street,New York,NY,10001,(212) 244-4025, ,Manhattan,1,149,WEST 28 STREET
"(40.743872758000066, -73.9828761149999)",Flowers & Gifts,Manhattan Fruitier,http://www.mfruit.com,105 East 29th Street,New York,NY,10016,(212) 686-0404, ,Manhattan,1,105,EAST 29 STREET
"(40.74667892900004, -73.9926196369999)",Flowers & Gifts,PANY Silk Flowers Corp., ,146 West 28th Street,New York,NY,10001,(212) 645-9526, ,Manhattan,1,146,WEST 28 STREET
"(40.74959267500009, -73.94957939199992)",Flowers & Gifts,The Gifted Ones Inc.,http://www.thegiftedones.com,44-02 11th Street,Long Island City,NY,11101,(212) 627-4050,yes,Queens,4,44-02,11 STREET
"(40.70736023900008, -74.00818754999995)",Flowers & Gifts,Martin Jobes Design,http://www.martinjobesdesign.com,10 Liberty Street,New York,NY,10005,(646) 436-1528,yes,Manhattan,1,10,LIBERTY STREET
"(40.70144987000003, -73.75900866399991)",Flowers & Gifts,Susana's Gifts and Things,http://www.thegiftagency.com,112-11 196th Street,St. Albans,NY,11412,(718) 464-3543, ,Queens,4,112-11,196 STREET
"(40.87379268400008, -73.90919805099992)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,76 West 225th Street,Bronx,NY,10463,(212) 262-4022,yes,Bronx,2,76,WEST 225 STREET
"(40.86719654400008, -73.82518228399994)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2276 Bartow Avenue,Bronx,NY,10475,(212) 262-4022,yes,Bronx,2,2276,BARTOW AVENUE
"(40.85144908600006, -73.84354281999993)",Food & Restaurants,Good to Go - Italian & American Comfort Food,http://www.ordergoodtogo.com,1894 Eastchester Road,Bronx,NY,10461,(718) 829-2222,yes,Bronx,2,1894,EASTCHESTER ROAD
"(40.689394425000046, -73.9807770619999)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,395 Flatbush Avenue Extension,Brooklyn,NY,11201,(212) 262-4022,yes,Brooklyn,3,395,FLATBUSH AVENUE EXTENSION
"(40.679932928000085, -73.94561303799992)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,1368 Fulton Street,Brooklyn,NY,11216,(212) 262-4022,yes,Brooklyn,3,1368,FULTON STREET
"(40.58400684700007, -73.94311342299994)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2501-2525 Emmons Avenue,Brooklyn,NY,11235,(212) 262-4022,yes,Brooklyn,3,2501,EMMONS AVENUE
"(40.69313062400005, -73.98855010499994)",Food & Restaurants,Archive Bar & Restaurant at Brooklyn Marriott,http://www.brooklynmarriott.com,333 Adams Street,Brooklyn,NY,11201,(718) 222-6543,yes,Brooklyn,3,333,ADAMS STREET
"(40.68540511100008, -74.0022246929999)",Food & Restaurants,Down Under Bakery (DUB) Pies,http://www.dubpies.com,193 Columbia Street,Brooklyn,NY,11231,(718) 989-0024,yes,Brooklyn,3,193,COLUMBIA STREET
"(40.68515228000007, -73.99120942799993)",Food & Restaurants,NY Perks,http://www.nyperks.com,193 Smith Street,Brooklyn,NY,11201,(718) 237-2901, ,Brooklyn,3,193,SMITH STREET
"(40.67644173800005, -73.9801498889999)",Food & Restaurants,Uncle Louie G,http://www.unclelouieg.com,741 Union Street,Brooklyn,NY,11215,(646) 529-6543,yes,Brooklyn,3,741,UNION STREET
"(40.725494913000034, -73.99244159299991)",Food & Restaurants,Agozar Restaurant,http://www.agozarnyc.com,324 Bowery,New York,NY,10012,(212) 677-6773, ,Manhattan,1,324,BOWERY
"(40.70425007000006, -74.01215451899992)",Food & Restaurants,Ancora Restaurant,http://www.ancoraristorante.com,11 Stone Street,New York,NY,10004,(212) 480-3880, ,Manhattan,1,11,STONE STREET
"(40.777983719000076, -73.97862841099993)",Food & Restaurants,Arte Around the Corner,http://www.artearoundthecorner.com,274 Columbus Avenue,New York,NY,10023,(212) 875-2195, ,Manhattan,1,274,COLUMBUS AVENUE
"(40.71520180200008, -74.01087232599991)",Food & Restaurants,Baluchi's Indian Food,http://www.baluchis.com,275 Greenwich Street,New York,NY,10007,(212) 571-5343, ,Manhattan,1,275,GREENWICH STREET
"(40.72698710700007, -73.98336391599992)",Food & Restaurants,Ten Degrees Bar,http://www.10degreesbar.com,121 Saint Marks Place,New York,NY,10009,(212) 358-8600,yes,Manhattan,1,121,SAINT MARKS PLACE
"(40.76032822800005, -73.9886293859999)",Food & Restaurants,Broadway Joe Steakhouse,http://www.broadwayjoesteakhouse.com,315 West 46th Street,New York,NY,10036,(212) 246-6513, ,Manhattan,1,315,WEST 46 STREET
"(40.70769957400006, -73.92912404499992)",Production Company,Act Zero Media,http://www.actzerofilms.com,119 Ingraham Street,Brooklyn,NY,11237,(718) 366-7770, ,Brooklyn,3,119,INGRAHAM STREET
"(40.70670418600008, -74.00891243899991)",Food & Restaurants,Bull Run Restaurant,http://www.bullrunwallstreet.com,52 William Street,New York,NY,10005,(212) 859-2200, ,Manhattan,1,52,WILLIAM STREET
"(40.75082608400004, -73.98191436699994)",Food & Restaurants,Butterfield 8 Restaurant & Lounge,http://www.Butterfield8NYC.com,5 East 38th St.,New York,NY,10016,(212) 679-0646,yes,Manhattan,1,5,EAST 38 STREET
"(40.77948016400006, -73.9600975269999)",Food & Restaurants,Caffe Grazie,http://www.caffegrazie.com,26 East 84th Street,New York,NY,10028,(212) 717-4407, ,Manhattan,1,26,EAST 84 STREET
"(40.77463522100004, -73.95873205099991)",Food & Restaurants,Candle 79,http://www.candlecafe.com,154 East 79th Street,New York,NY,10021,(212) 537-7179,yes,Manhattan,1,154,EAST 79 STREET
"(40.70860584600007, -74.01361972199993)",Food & Restaurants,Caracello Ristorante, ,108 Greenwich Street,New York,NY,10006,(212) 571-1177, ,Manhattan,1,108,GREENWICH STREET
"(40.70600118100003, -74.01260929099993)",Food & Restaurants,Caruso Pizza and Pasta, ,42 Broadway,New York,NY,10004,(212) 785-7747, ,Manhattan,1,42,BROADWAY
"(40.75417839600004, -73.96636774699994)",Food & Restaurants,Chocolat Bla Bla Bla Ltd,http://www.chocolatblablabla.com,359 East 50th Street,New York,NY,10022,(212) 759-5976,yes,Manhattan,1,359,EAST 50 STREET
"(40.72983858400005, -73.99247747899994)",Food & Restaurants,Coldstone Creamery,http://www.coldstonecreamery.com,2 Astor Place,New York,NY,10003,(212) 228-4600, ,Manhattan,1,2,ASTOR PLACE
"(40.72853608100007, -73.99210931199991)",Food & Restaurants,Colors Restaurant,http://www.colors-nyc.com,417 Lafayette Street,New York,NY,10003,(212) 777-8443, ,Manhattan,1,417,LAFAYETTE STREET
"(40.85681606600008, -73.93219789199992)",Food & Restaurants,Don Ricardo Steakhouse,http://www.donricardosteakhouse.com,4460 Broadway,New York,NY,10040,(212) 567-5766,yes,Manhattan,1,4460,BROADWAY
"(40.77168511000008, -73.95283459299992)",Food & Restaurants,East Side Bagel and Appetizing, ,1496 First Avenue,New York,NY,10021,(212) 794-1655, ,Manhattan,1,1496,FIRST AVENUE
"(40.72011205000007, -73.98785341099995)",Food & Restaurants,Economy Candy Corp.,http://www.economycandy.com,108 Rivington Street,New York,NY,10002,(212) 254-1531, ,Manhattan,1,108,RIVINGTON STREET
"(40.73491183800007, -73.98845330599994)",Food & Restaurants,Galaxy Global Eatery,http://www.galaxyglobaleatery.com,15 Irving Place,New York,NY,10003,(212) 777-3631, ,Manhattan,1,15,IRVING PLACE
"(40.733029481000074, -74.00284690099994)",Food & Restaurants,Garage Restaurant and CafÌ©,http://www.garagerest.com,99 Seventh Avenue South,New York,NY,10014,(212) 645-0600, ,Manhattan,1,99,SEVENTH AVENUE SOUTH
"(40.755737096000075, -73.99335157899992)","Camera, Grip & Lighting","TCS, Inc./Technological Cinevideo Services, Inc.",http://www.tcsfilm.com,341 West 38th Street,New York,NY,10018,(212) 247-6517,yes,Manhattan,1,341,WEST 38 STREET
"(40.79345856300006, -73.69244488999993)",Spa & Massage,nuBest salon and spa,http://www.nubestsalon.com,1482 Northern Boulevard,Manhasset,NY,11030,(516) 627-9444 ext. 28,yes,New York State,6,1482,NORTHERN BOULEVARD
"(40.738664491000065, -74.00078666199994)",Food & Restaurants,Gavroche,http://www.gavroche-ny.com,212 West 14th Street,New York,NY,10011,(212) 647-8553,yes,Manhattan,1,212,WEST 14 STREET
"(40.77559239800007, -73.95672399499995)",Food & Restaurants,Gobo Restaurant,http://www.goborestaurant.com,1426 3rd Avenue,New York,NY,10028,(212) 288-4686, ,Manhattan,1,1426,3 AVENUE
"(40.71599550700006, -73.99682555999993)",Food & Restaurants,Golden Bridge Restaurant,http://www.goldenbridgerestaurant.com,50 Bowery,New York,NY,10013,(212) 227-8831, ,Manhattan,1,50,BOWERY
"(40.713673450000044, -73.9971936039999)",Food & Restaurants,Golden Unicorn Restaurant, ,18 East Broadway,New York,NY,10002,(212) 941-0911, ,Manhattan,1,18,EAST BROADWAY
"(40.75005721200006, -73.97166807899993)",Food & Restaurants,Goodburger,http://www.goodburgerny.com,800 2nd Avenue,New York,NY,10017,(212) 922-1700,yes,Manhattan,1,800,2 AVENUE
"(40.715303867000046, -73.99896110399993)",Food & Restaurants,Green Tea CafÌ©, ,45 Mott Street,New York,NY,10013,(212) 693-2888, ,Manhattan,1,45,MOTT STREET
"(40.720315766000056, -73.99704902299993)",Food & Restaurants,Grotta Azzurra,http://www.grottaazzurranyc.com,177 Mulberry Street,New York,NY,10013,(212) 925-8775,yes,Manhattan,1,177,MULBERRY STREET
"(40.784499968000034, -73.98000573199994)",Food & Restaurants,H&H Bagels,http://www.hhbagels.com,2239 Broadway,New York,NY,10024,(212) 595-8000, ,Manhattan,1,2239,BROADWAY
"(40.76373622300008, -73.98328327199994)",Location & Rental Space,Hello Deli, ,213 West 53rd Street,New York,NY,10019,(212) 489-7832,yes,Manhattan,1,213,WEST 53 STREET
"(40.707813179000084, -74.0073868799999)",Food & Restaurants,Jim Brady's Restaurant,http://www.jimbradys.com,75 Maiden Lane,New York,NY,10038,(212) 425-1300, ,Manhattan,1,75,MAIDEN LANE
"(40.70684992000008, -74.00437868199992)",Food & Restaurants,JP Mustard Inc., ,22 Fulton Street,New York,NY,10038,(212) 785-0612, ,Manhattan,1,22,FULTON STREET
"(40.73518140200008, -73.99971854799992)",Food & Restaurants,Lassi, ,28 Greenwich Avenue,New York,NY,10011,(212) 675-2688,yes,Manhattan,1,28,GREENWICH AVENUE
"(40.74354622900006, -73.98352939599994)",Food & Restaurants,Les Halles,http://www.leshalles.net,411 Park Avenue South,New York,NY,10016,(212) 679-4111, ,Manhattan,1,411,PARK AVENUE SOUTH
"(40.71011593500003, -74.0088118999999)",Food & Restaurants,Les Halles Downtown,http://www.leshalles.net,15 John Street,New York,NY,10038,(212) 285-8585, ,Manhattan,1,15,JOHN STREET
"(40.70834376000005, -74.00149204599995)",Food & Restaurants,Mark Joseph Steakhouse,http://www.markjosephsteakhouse.com,261 Water Street,New York,NY,10038,(212) 277-0020, ,Manhattan,1,261,WATER STREET
"(40.74202456000006, -73.98137393099995)","Camera, Grip & Lighting",Silklining Productions,http://www.silkliningproductions.vpweb.com,160 East 28th Street,New York,NY,10016,(212) 576-8849, ,Manhattan,1,160,EAST 28 STREET
"(40.745075289000056, -73.98526128499992)",Food & Restaurants,Meli Melo Restaurant,http://www.melimelorestaurant.com,110 Madison Avenue,New York,NY,10016,(212) 686-5551, ,Manhattan,1,110,MADISON AVENUE
"(40.761907842000085, -73.98082288899991)",Food & Restaurants,Moda Restaurant and Bar,http://www.modany.com,135 West 52nd Street,New York,NY,10019,(212) 887-9880, ,Manhattan,1,135,WEST 52 STREET
"(40.760434839000084, -73.97064211299994)",Food & Restaurants,Montebello Restaurant,http://www.montebellonyc.com,120 East 56th Street,New York,NY,10022,(212) 753-1447, ,Manhattan,1,120,EAST 56 STREET
"(40.71432922000008, -74.00775193099992)",Food & Restaurants,Nathan Hales Bar and Grill,http://www.nathanhales.citysearch.com,22 Warren Street,New York,NY,10007,(212) 571-0776, ,Manhattan,1,22,WARREN STREET
"(40.739207760000056, -74.00670112299991)",Food & Restaurants,Nero Restaurant,http://www.neronyc.com,46 Gansevoort Street,New York,NY,10014,(212) 675-5224, ,Manhattan,1,46,GANSEVOORT STREET
"(40.75649437700008, -73.9990976229999)",Catering,New York Spring Water,http://www.newyorksprings.com,519 West 36th Street,New York,NY,10018,(212) 777-4649, ,Manhattan,1,519,WEST 36 STREET
"(40.752228992000084, -73.98030437299991)",Food & Restaurants,O'Casey's Restaurant, ,22 East 41st Street,New York,NY,10017,(212) 685-6807,yes,Manhattan,1,22,EAST 41 STREET
"(40.71199062000005, -74.00864621999995)",Food & Restaurants,Oliva Gourmet,http://www.olivany.net,225 Broadway,New York,NY,10007,(212) 964-4496, ,Manhattan,1,225,BROADWAY
"(40.72980288600007, -73.9923454229999)",Food & Restaurants,Original Soup Man,http://www.originalsoupman.com,2 Astor Place,New York,NY,10003,(212) 228-4600, ,Manhattan,1,2,ASTOR PLACE
"(40.71025337300006, -74.00560528799991)",Food & Restaurants,Panini and Co., ,168 William Street,New York,NY,10038,(212) 962-0222, ,Manhattan,1,168,WILLIAM STREET
"(40.73266131100007, -73.99030471299994)",Food & Restaurants,"Paradis to Go, LLC",http://www.paradistogo.com,114 4th Avenue,New York,NY,10003,(646) 416-6709, ,Manhattan,1,114,4 AVENUE
"(40.709465488000035, -74.0079533569999)",Food & Restaurants,Patuca Fine Food Eatery, ,41 John Street,New York,NY,10038,(212) 791-7687, ,Manhattan,1,41,JOHN STREET
"(40.70692394300005, -74.00624702399995)",Food & Restaurants,Pearl Street Diner, ,212 Pearl Street,New York,NY,10038,(212) 344-6620, ,Manhattan,1,212,PEARL STREET
"(40.73347405700008, -74.00500827099995)",Food & Restaurants,Puff & Pao,http://www.puffandpao.com,105 Christopher Street,New York,NY,10014,(212) 633-7833, ,Manhattan,1,105,CHRISTOPHER STREET
"(40.75948962700005, -73.97846991199992)",Food & Restaurants,Pulse Restaurant and Bar,http://www.myriadrestaurantgroup.com,45 Rockefeller Plaza,New York,NY,10111,(212) 218-8664, ,Manhattan,1,45,ROCKEFELLER PLAZA
"(40.80326541100004, -73.96690281299993)",Food & Restaurants,Rack and Soul,http://www.rackandsoul.com,258 West 109th Street,New York,NY,10025,(646) 320-9894, ,Manhattan,1,258,WEST 109 STREET
"(40.703135719000045, -74.01192709799994)",Food & Restaurants,Rosario's Bistro,http://www.rosariosmenu.com,38 Pearl Street,New York,NY,10004,(212) 514-5763,yes,Manhattan,1,38,PEARL STREET
"(40.765000530000066, -73.97573737899995)",Food & Restaurants,Sarabeth's Restaurant,http://www.sarabethscps.com,40 Central Park South,New York,NY,10019,(212) 826-5959, ,Manhattan,1,40,CENTRAL PARK SOUTH
"(40.70871036500006, -74.01162871999992)",Food & Restaurants,Suspenders Bar & Restaurant,http://www.suspendersbar.com,111 Broadway,New York,NY,10006,(212) 732-5005,yes,Manhattan,1,111,BROADWAY
"(40.764332470000056, -73.98561440599991)",Food & Restaurants,Swizz Restaurant Wine and Bar,http://www.1291swizz.com,310 West 53rd Street,New York,NY,10019,(212) 810-4444, ,Manhattan,1,310,WEST 53 STREET
"(40.741041231000054, -73.99292339099992)",Food & Restaurants,TAJ Restaurant & Lounge,http://www.tajlounge.com,48 West 21st Street,New York,NY,10010,(212) 620-3033, ,Manhattan,1,48,WEST 21 STREET
"(40.71093128200005, -74.00650710799994)",Food & Restaurants,The Beekman Pub,http://www.thebeekmanpub.com,15 Beekman Street,New York,NY,10038,(212) 732-7333, ,Manhattan,1,15,BEEKMAN STREET
